day,temp_record_min,temp_record_max,temp_average_min,temp_average_max,temp_median,temp_mean,temp_p25,temp_p75,temp_st_dev,temp_num,pressure_min,pressure_max,pressure_median,pressure_mean,pressure_p25,pressure_p75,pressure_st_dev,pressure_num,humidity_min,humidity_max,humidity_median,humidity_mean,humidity_p25,humidity_p75,humidity_st_dev,humidity_num,wind_min,wind_max,wind_median,wind_mean,wind_p25,wind_p75,wind_st_dev,wind_num,precipitation_min,precipitation_max,precipitation_median,precipitation_mean,precipitation_p25,precipitation_p75,precipitation_st_dev,precipitation_num,clouds_min,clouds_max,clouds_median,clouds_mean,clouds_p25,clouds_p75,clouds_st_dev,clouds_num
296,274.21,296.51,283.14,291.36,286.53,286.96,283.93,290.77,4.69,239,972,1030,1014,1013.53,1010,1023,12.9,237,33,100,78,74.74,59,93,19.16,237,0,7.91,3.06,3.32,2.1,4.12,1.65,239,0,0.9,0,0.09,0,0,0.18,239,0,92,20,41.6,1,90,40.83,239
297,278.35,295.46,283.28,290.67,285.98,286.47,283.72,289.4,3.84,240,968,1029,1016.5,1014.26,1011,1021,11.54,238,24,100,74,73.05,61,91,18.81,238,0,8.7,3.6,4.1,2.58,6.2,2,240,0,3,0,0.22,0,0,0.61,240,0,92,32,43.93,1,90,39.98,240
298,279.15,296.21,282.75,289.22,285.15,285.88,282.41,288.59,4.39,240,970,1028,1018,1015.22,1012,1022,11.66,239,24,100,70,68.86,59,82,16.24,239,0,10.8,3.6,3.89,2.6,5.47,2.38,240,0,3,0,0.1,0,0,0.41,240,0,100,20,35.57,1,75,36.53,240
299,277.06,295.21,282.19,288.75,285.66,285.23,282.11,287.99,4.1,240,979,1035,1019,1016.5,1010,1023,10.52,240,41,100,71,72.05,61,85.5,14.49,240,0,7.2,3.41,3.41,2.57,4.52,1.57,240,0,3,0,0.1,0,0,0.4,240,0,92,20,39.99,1,85,38.46,240
300,274.43,292.33,281.66,287.27,285.47,284.35,281.84,287.19,3.86,240,978,1040,1021,1015.41,1004,1024,14.6,238,39,100,69,71.72,58,87,16.76,238,0,10.3,3.03,3.1,2.1,4.07,1.7,240,0,3,0,0.13,0,0,0.45,240,0,90,40,43.81,0,90,39.25,240
301,277.4,291.37,281.96,287.91,285.47,284.52,281.93,286.95,3.48,240,975,1041,1018,1017.37,1010,1023,12.97,239,31,100,75,74,60,88,17.07,239,0,9.8,3.1,3.12,2.1,4.09,1.8,240,0,3,0,0.23,0,0.3,0.59,240,0,92,75,53.99,1,90,40.74,240
302,276.79,292.93,282.07,289.14,285.28,285.28,282.68,288.02,3.49,240,1000,1032,1017,1017.62,1014,1022,6.41,240,38,100,77,77.49,67,89,14.31,240,0,9.3,3.1,3.24,2.1,4.11,1.82,240,0,3,0,0.11,0,0,0.39,240,0,97,40,46.31,1,90,39.69,240
303,277.62,293.93,283.94,288.5,285.98,286.18,283.15,289.73,3.76,240,996,1032,1013,1014.81,1008,1025,9.37,239,37,100,81,78.71,71,93,14.49,239,0,9.8,3.33,3.68,2.6,4.56,1.74,240,0,3,0,0.33,0,0.3,0.81,240,0,100,75,62.3,39,90,34.22,240
304,276.2,293.37,282.05,288.86,285.77,285.23,282.33,287.84,3.84,240,966,1028,1014,1010.78,1004,1022,12.91,240,36,100,76,76.61,67,90,15.91,239,0,14.9,3.59,4.14,2.28,5.1,2.59,240,0,3,0,0.22,0,0.3,0.57,240,0,95,75,55.84,20,90,36.64,240
305,273.54,293.97,280.16,288.16,284.15,283.88,280.35,287.04,4.93,240,970,1034,1017,1015.33,1012,1022,12.21,237,32,100,80,78.19,67.5,93,17.41,237,0,19,2.86,3.68,2.1,4.6,2.84,240,0,0.9,0,0.13,0,0.3,0.26,240,0,100,20,37.86,1,90,38.97,240
306,276.4,294.01,281.61,288.61,284.05,284.68,281.63,287.28,4.54,240,998,1038,1012,1014.62,1008,1022,10.43,240,37,100,73,71.72,62,81,14.18,240,0,12.9,3.6,4.17,2.42,5.7,2.41,240,0,3,0,0.11,0,0.3,0.26,240,0,92,75,51.6,1,90,37.6,240
307,274.23,295.36,281.11,288.2,284.04,284.39,280.45,288.71,4.98,240,1001,1027,1014,1014.14,1006,1023,8.66,238,30,100,69.5,70.34,59,82,14.49,238,0,12.3,3.01,3.63,2.06,4.6,2.4,240,0,0.9,0,0.08,0,0,0.15,240,0,98,49.5,48.45,3.5,81.5,35.85,240
308,276.33,295.71,280.46,288.87,283.34,284.1,280.58,287.33,4.88,240,1001,1025,1017,1015.53,1011,1020,6.77,237,33,100,63,65.9,52,77,17.3,236,0,10.8,3.6,3.89,2.1,5.27,2.16,240,0,3,0,0.12,0,0,0.52,240,0,93,20,35.32,1,75,36.2,240
309,273.85,293.5,278.18,286.89,282,282.18,278.75,285.28,4.19,240,1006,1037,1026,1024.78,1021,1029,6.67,236,28,100,57,58.59,49,66,13.89,231,0,12.3,3.1,3.33,2.1,4.43,1.82,240,0,0.3,0,0,0,0,0.03,240,0,90,1,13.24,1,20,23.47,240
310,275.6,293.79,280.14,287.86,283.77,283.49,279.94,286.6,4.25,240,1013,1037,1025,1025.31,1022,1029,5.82,232,31,100,70,68.52,54,80,15.73,231,0,8.7,3.01,3.01,2.1,3.64,1.45,240,0,3,0,0.1,0,0,0.4,240,0,91,40,41.1,1,75,37.58,240
311,273.44,295.58,281.73,287.93,284.13,284.6,281.55,288,4.86,240,506,1034,1021,1018.69,1015,1027,34.23,235,28,100,73,72.14,57,88,19.33,234,0,8.7,2.65,3.12,2.06,4.1,1.74,240,0,3,0,0.15,0,0,0.43,240,0,92,40,43.67,1,89.5,39.07,240
312,270.35,296.66,279.42,287.58,283.05,283.25,279.33,287.23,5.47,240,1002,1033,1021,1018.82,1014,1024,7.71,237,30,100,62.5,65.11,50,79.5,19,236,0,10.79,2.63,3.05,1.54,4.22,2.08,240,0,3,0,0.06,0,0,0.25,240,0,90,1,22.95,1,40,32.12,240
313,272.34,296.72,277.35,285.93,280.17,281.16,276.9,284.98,5.4,240,981,1029,1021,1020.25,1017,1024,5.27,240,25,93,58.5,58.97,49,66,14.81,238,0,12.9,3.6,4.18,1.82,5.89,2.79,240,0,0.9,0,0.04,0,0,0.15,240,0,91,1,23.18,1,40,33.39,240
314,267.53,297.08,276.74,285.89,280.92,280.85,276.44,284.23,5.69,240,987,1032,1023,1020.85,1014,1027,7.13,233,27,100,62,62.43,48,77,17.56,231,0,8.22,2.7,3.1,1.55,4.1,2.01,240,0,3,0,0.08,0,0,0.32,240,0,100,5,32.14,1,75,37.41,240
315,271.41,296.36,278.35,286.98,282.32,282.28,278.88,285.38,5.05,240,1008,1028,1017.5,1017.59,1014,1021,4.48,236,29,100,62.5,61.44,45,77,18.63,236,0,12.34,3.6,4.11,2.1,5.68,2.67,240,0,3,0,0.13,0,0,0.42,240,0,95,1,30.06,1,75,36.75,240
316,268.34,293.87,278.67,286.26,282.44,281.96,278.7,285.6,5.71,240,982,1035,1020,1019.54,1015,1026,7.85,234,24,98,61,62.26,45,80,19.62,226,0,11.82,3.1,3.57,2.05,4.63,2.52,240,0,3,0,0.08,0,0,0.31,240,0,90,1,29.58,1,75,38.23,240
317,270.47,291.83,277.71,286.49,283.36,282.03,277,286.44,5.86,240,1002,1033,1015,1018.75,1013,1027,7.95,236,31,100,76,69.53,50.5,87,20.35,236,0,11.3,2.6,3.35,1.56,4.11,2.56,240,0,3,0,0.13,0,0.3,0.29,240,0,92,31,41.8,1,90,41.39,240
318,267.12,291.42,276.8,283.99,280.49,279.77,276.19,282.7,5.38,240,990,1032,1019,1018.89,1014,1026,8.67,236,19,100,64,64.24,52.5,78,19.08,236,0,11.3,3.1,3.77,2.03,5.39,2.64,240,0,3,0,0.13,0,0,0.49,240,0,95,20,36.87,1,90,39.37,240
319,267.42,289.61,275.52,282.7,278.81,278.66,275.69,281.52,4.63,220,987,1034,1021,1020.36,1016,1026,8.02,218,17,100,53,57.44,39,76,21.27,217,0,12.3,4.04,4.27,2.79,5.1,2.16,220,0,0.9,0,0.12,0,0,0.27,220,0,95,1,32,1,75,36.8,220
320,271.19,289.1,274.52,283.02,277.76,278.24,274.57,281.55,4.39,216,986,1036,1024,1023.53,1021.5,1026,7.25,212,18,100,56,59.12,44,76,20.19,212,0,8.7,3.46,3.47,2.6,4.1,1.54,216,0,3,0,0.15,0,0,0.52,216,0,90,1.5,31.11,0,75,37.31,216
321,271.16,291.43,276.39,284.72,279.92,280.09,276.59,283.05,4.68,216,986,1032,1014,1015.48,1008,1024,10.62,215,13,100,65,64.11,49,81,19.45,215,0,13.9,3.55,4.26,2.62,5.55,2.55,216,0,3,0,0.13,0,0,0.41,216,0,95,20,39.26,1,75,37.71,216
322,270.75,288.94,276.41,283.63,279.72,279.67,277.45,281.48,3.73,216,986,1035,1017,1018.9,1013,1025,8.17,215,23,100,61,66.19,52,81,20.16,214,0,11.8,3.6,4.36,2.6,5.7,2.48,216,0,3,0,0.2,0,0,0.62,216,0,100,20,41.81,1,90,40.76,216
323,270.32,291.84,275.1,284.06,277.37,278.84,275.44,282.42,5.41,216,998,1037,1019,1019.51,1010.5,1030,11.07,216,23,100,70,70.53,56,87,19.47,216,0,11.3,3.6,4.2,2.6,5.71,2.19,216,0,0.9,0,0.04,0,0,0.13,216,0,91,20,40.59,1,90,40.82,216
324,268.29,289.88,276.37,283.82,279.91,279.54,276.95,283.07,5.55,216,989,1039,1019,1018.9,1009,1030.5,13.14,216,24,100,71,70,55,85,18.66,214,0,17.5,3.61,4.88,2.41,6.7,3.34,216,0,3,0,0.11,0,0,0.3,216,0,91,24,41.72,1,90,41.55,216
325,271.85,289.68,276.22,283.36,278.97,279.33,276.52,280.4,3.99,216,995,1036,1014.5,1015.68,1011,1024,10.52,216,23,100,64,64.69,53,77,16.2,215,0,10.8,4.6,4.46,2.66,5.7,2.12,216,0,3,0,0.21,0,0,0.64,216,0,90,30.5,41.46,1,90,39.02,216
326,270.28,290.16,274.76,282.68,277.13,278.22,275,281.93,4.55,216,995,1029,1020,1017.01,1016,1024,9.23,216,32,100,60,62.43,49,75.5,16.65,213,0,9.8,3.6,3.81,2.6,5.1,1.85,216,0,0.9,0,0.02,0,0,0.1,216,0,90,1,24.54,1,40,33.06,216
327,265.71,286.35,275.99,282.4,280.48,278.68,275.86,282.43,5.05,216,979,1034,1018,1016.67,1012,1027.5,13.02,216,27,100,65,63.12,46.5,76,17.52,213,0,12.3,3.75,4.26,2.66,5.7,2.31,216,0,3,0,0.08,0,0,0.26,216,0,90,40,41.63,1,90,40.53,216
328,262.4,287.85,273.49,281.73,277.51,277.34,274.88,280.03,5.26,216,976,1038,1019,1016.5,1015,1024,15,214,23,100,56,58.99,47,68,18.59,214,0,10.8,3.6,3.87,2.64,5.02,2.29,216,0,0.9,0,0.04,0,0,0.14,216,0,90,1,21.29,1,40,32.08,216
329,267.15,290.17,273.45,281.72,277.56,277.12,272.95,280.02,5.35,216,978,1031,1018,1013.99,1007,1025,13.8,213,22,100,64.5,65.7,48.5,85,19.69,212,0,12.9,2.62,3.32,2.01,4.1,2.44,216,0,3,0,0.29,0,0,0.77,216,0,97,15,37.73,1,90,40.08,216
330,266.45,288.71,275.67,283.92,279.2,279.23,276.65,283.13,4.91,216,991,1042,1012,1015.74,1007,1025,12.47,215,31,100,64,65.14,53,81,16.45,215,0.86,12.3,3.1,3.7,2.1,4.79,2.17,216,0,3,0,0.15,0,0,0.58,216,0,92,22,38.56,1,90,38.67,216
331,272.94,290.43,276.36,284,279.67,279.67,275.77,282.36,4.25,216,510,1044,1017,1016.81,1013,1022,36.09,214,31,100,68,67.88,50,84,18.99,214,0.76,10.3,3.1,3.56,2.1,4.6,1.96,216,0,3,0,0.25,0,0,0.74,216,0,100,40,46.65,1,90,40.09,216
332,274.6,290.43,276.73,284.61,279.43,280.16,276.47,282.6,4.14,216,959,1039,1015,1013.51,1010,1019,11.67,214,29,100,80,72.89,55,89,19.98,213,0,12.34,3.6,4.12,2.26,5.54,2.54,216,0,3,0,0.27,0,0.3,0.65,216,0,96,40,43.94,1,90,38.54,216
333,271.61,287.87,275.37,282.04,277.49,278.53,274.66,282.65,4.44,216,979,1031,1020,1015.77,1009,1023,10.46,216,31,100,61,63.99,52,76,16.09,209,0,13.9,3.6,4.76,2.26,6.7,3.43,216,0,3,0,0.07,0,0,0.26,216,0,90,21,39.04,1,78.5,39.15,216
334,267.43,290.5,275.02,281.66,277.62,277.99,275.23,280.52,4.49,216,988,1038,1022,1020.61,1018,1024,8.01,214,22,100,63,65.01,51,81,18.43,212,0,12.9,3.1,4.21,2.1,6.2,2.69,216,0,12,0,0.2,0,0,0.97,216,0,90,20,36.85,1,75,37.24,216
335,266.91,290.38,274.13,281.54,276.93,277.69,274.24,281.84,5.09,216,995,1042,1020,1021.13,1016,1026,9.29,215,26,100,62,66.21,55,80,16.84,214,0,13.9,3.61,3.73,2.6,4.6,1.71,216,0,3,0,0.14,0,0,0.51,216,0,90,32,39.01,1,75,36.8,216
336,270.45,290.56,276.44,282.88,279.93,279.44,275.89,283.26,4.51,216,994,1033,1019,1016.83,1012.5,1023.5,9.75,216,36,100,75,73.07,59,87,16.71,213,0,10.8,3.2,3.61,2.1,4.6,2.08,216,0,3,0,0.19,0,0,0.53,216,0,95,75,54.54,20,90,36.44,216
337,272.53,285.01,275.58,280.84,277.5,277.86,275.62,279.94,2.82,216,506,1036,1014,1013.89,1010,1025,36.42,213,42,100,75,75.3,63.5,90,15.67,212,0,13.9,3.6,4.12,2.57,5.1,2.38,216,0,12,0,0.34,0,0.3,0.98,216,0,100,90,62.56,20,90,39.67,216
338,271.7,285.44,276.85,282.27,279.83,279.28,276.09,282.3,3.69,216,999,1032,1016,1014.69,1005,1022,9.23,216,31,100,80,75.25,59.5,92.5,18.28,216,0,12.9,3.6,4.09,2.1,5.41,2.52,216,0,3,0,0.14,0,0.15,0.32,216,0,95,75,51.95,1,90,38.53,216
339,272.01,289.41,275.47,282.45,278.29,278.47,275.9,280.99,3.46,216,999,1032,1020,1019.02,1015,1024,8.37,216,33,100,65,67.28,56,80.5,16.94,216,0,9.3,3.1,3.6,2.1,4.64,2.06,216,0,12,0,0.13,0,0,1.15,216,0,90,22.5,39.86,1,75,37.06,216
340,268.74,288.49,275.63,282.59,279.14,278.73,275.14,281.52,4.32,216,1000,1040,1019,1020.45,1015,1028.5,10.33,216,36,100,81,74.97,65,87,15.57,215,0,10.8,3.1,3.57,2.16,4.23,2.05,216,0,3,0,0.13,0,0.3,0.3,216,0,92,44,46.5,1,90,37.93,216
341,269.96,287.14,275.15,282.42,278.98,278.79,275.27,282.51,4.46,216,1006,1038,1018,1018.44,1014,1021,7.18,216,33,100,73,71.71,53,92,20.07,214,0.51,10.3,3.1,3.96,2.1,5.7,2.21,216,0,3,0,0.33,0,0.3,0.77,216,0,92,38,38.82,1,75,37.8,216
342,271.12,285.65,273.62,279.71,276.05,276.17,274.83,277.16,2.42,216,990,1034,1021,1019.81,1015,1026,7.67,215,30,100,60,63.55,48,80,18.87,215,0,9.3,3.6,4.13,2.6,5.7,2.01,216,0,3,0,0.19,0,0,0.43,216,0,92,1,28.91,1,75,36.76,216
343,265.96,281.29,271.1,277.08,273.75,273.88,271.65,276.6,3.28,216,995,1037,1019,1020.91,1015,1032,11.47,216,35,100,63,65.69,51,80,16.87,215,0,8.22,3.1,3.23,2.1,4.61,1.8,216,0,0.9,0,0.02,0,0,0.09,216,0,92,5.5,33.52,1,75,38.17,216
344,268.6,283.33,273.28,279.04,275.08,275.74,273.23,277.79,3.44,216,986,1035,1015.5,1017.04,1013,1022,8.72,216,34,100,86,77.05,57.5,93,19.38,216,0.36,10.3,3.1,3.66,2.1,5.1,2.07,216,0,3,0,0.32,0,0.3,0.72,216,0,100,75,57.48,1,90,39.08,216
345,268.48,287.88,274.82,280,276.38,277.34,273.65,281.62,4.97,216,1002,1030,1014,1014.66,1009,1020,7.3,216,42,100,80,76.08,63,90,16.56,216,0,8.7,3.6,3.79,2.6,5.1,1.7,216,0,3,0,0.14,0,0.3,0.31,216,0,92,75,53.66,20,90,38.3,216
346,268.03,287.93,273.12,280.11,274.72,275.84,272.78,279.25,4.84,216,979,1036,1018,1017.39,1013,1023,8.92,216,42,100,76.5,74.9,59,92,17.29,216,0,10.28,2.66,3.19,2.08,4.59,1.9,216,0,0.9,0,0.08,0,0,0.2,216,0,92,42.5,46.8,1,90,38.31,216
347,267.14,290.29,273.83,279.88,275.68,276.64,272.27,280.47,5.39,216,506,1042,1016,1013.86,1011,1021,36.73,212,31,100,75.5,73.62,58,87,17.27,212,0,8.22,2.66,3.03,1.8,3.75,1.66,216,0,0.9,0,0.08,0,0,0.2,216,0,92,40,45.82,1,90,37.28,216
348,265.65,291.21,273.21,281.15,275.09,276.54,272.78,279.47,5.78,216,983,1040,1019.5,1015.97,1013,1025,13.36,214,32,100,68,68.71,55,85,16.74,214,0,15.4,2.66,3.53,2.1,4.1,2.5,216,0,0.9,0,0.04,0,0,0.15,216,0,92,37.5,39.54,1,75,37.71,216
349,266.74,288.36,274.26,280.07,276.19,276.85,273.29,281.25,5.3,216,987,1033,1014,1012.87,1004,1019,12.67,215,32,100,79,75.67,65,89,16.52,212,0,11.8,2.66,3.22,2.1,3.6,2.06,216,0,3,0,0.14,0,0,0.45,216,0,100,75,51.38,1,90,40.25,216
350,263.87,290.28,272.99,279.51,275.18,276.19,272.08,280.84,6.34,216,965,1028,1015,1010.01,1003,1021,16.17,216,24,96,68,68.11,51,88,19.78,215,0,13.9,3.6,4.26,2.1,5.98,2.99,216,0,3,0,0.12,0,0,0.36,216,0,91,1,34.79,1,75,39.51,216
351,263.65,286.04,271.33,277.95,273.85,274.15,270.31,277.6,5.2,216,971,1032,1019.5,1017.56,1015,1024,12.47,216,34,96,61,63.72,48,79,17.45,215,0,11.8,3.09,3.76,2.1,4.6,2.56,216,0,3,0,0.16,0,0,0.58,216,0,90,20,39.49,1,89.5,39.64,216
352,265.99,286.28,273.34,277.34,274.17,275.09,270.62,279.12,5,216,1004,1030,1016,1015.72,1010,1021,6.6,216,41,100,85,79.28,68,91,14.74,215,0,12.3,3.08,3.76,2.11,5.1,2.29,216,0,3,0,0.28,0,0.3,0.43,216,0,92,90,69.68,75,90,34.38,216
353,266.8,286.08,273.11,278.84,275.37,275.46,273.14,278.49,4.53,216,1004,1026,1013,1013.62,1010,1016.5,5.47,216,40,100,75,74.42,63,90,16.45,216,0.51,14.9,3.6,4.2,2.56,4.95,2.66,216,0,0.9,0,0.11,0,0.3,0.22,216,0,91,75,56.56,3.5,90,38.82,216
354,263.39,285.36,270.85,278.55,274.44,274.12,269.57,278.8,5.66,216,980,1041,1018,1018.44,1013,1027,10.72,216,29,100,65.5,64.25,51,75.5,16.82,216,0,11.3,3.39,3.94,2.6,5.1,2.15,216,0,3,0,0.06,0,0,0.23,216,0,90,11,29.04,1,75,34.3,216
355,263.39,283.7,271.66,278.09,274.73,274.52,271.14,278.73,4.89,216,509,1040,1021,1018.67,1015,1029,36.26,215,33,100,65,65.62,52,80,17.8,212,0,9.8,2.8,3.48,2.05,4.9,2.07,216,0,0.9,0,0.04,0,0,0.11,216,0,90,19,30.89,1,75,35.36,216
356,266.1,288.55,272.98,280.19,275.08,276.32,272.72,280.07,5.38,216,977,1038,1020,1019.04,1014,1025,10.6,216,40,100,73,73.25,58,90,17.53,215,0,10.8,2.66,3.12,1.89,4.1,1.88,216,0,3,0,0.18,0,0,0.59,216,0,92,16,37.63,1,90,40.44,216
357,267.79,292.56,276.04,283.62,278.98,279.18,274.8,283.58,5.57,216,985,1033,1015,1013.39,1007,1024,12.28,216,39,100,74.5,74.08,60,89,16.71,214,0.51,15.4,3.1,3.94,2.22,4.29,2.79,216,0,3,0,0.11,0,0,0.29,216,0,97,75,62.09,40,90,35.12,216
358,272.33,289.92,276.43,282.42,278.66,279.39,276.02,281.89,4.1,216,978,1031,1019,1016.96,1014,1022,9.11,216,25,100,68,71.78,52,96,22.06,216,0.51,11.8,3.15,3.8,2.6,4.6,2.16,216,0,3,0,0.27,0,0.3,0.61,216,0,100,75,53.36,1,90,38.84,216
359,273.35,293.41,276.91,283.31,277.6,279.57,276.21,281.11,4.81,216,983,1030,1018,1017.22,1014,1020.5,5.82,216,33,100,72.5,71.99,55,87.5,19.2,216,0.51,11.8,3.47,3.78,2.59,4.6,1.92,216,0,3,0,0.39,0,0.3,0.84,216,0,95,75,51.47,1,90,39.92,216
360,265.18,289.54,273.95,281.39,276.6,278.06,274.03,283.9,6.26,216,994,1036,1020,1016.99,1009,1024,10.03,214,35,100,68,71.24,54.5,90,19.52,213,0,14.9,3.6,4.02,2.1,5.13,2.6,216,0,3,0,0.16,0,0.15,0.36,216,0,99,40,46.19,1,90,38.84,216
361,268.21,286.98,272.58,277.98,274.24,274.87,271.52,277.24,4.36,216,994,1041,1024,1024.16,1020,1030,8.32,213,35,100,67,67.16,52,81,17.69,210,0,9.3,3.53,3.77,2.6,5.1,1.76,216,0,3,0,0.05,0,0,0.23,216,0,90,20,40.69,1,90,39.49,216
362,265.07,288.29,273.33,279.72,276.44,276.24,271.43,280.59,5.82,216,989,1036,1024,1023.17,1020,1029,7.95,214,34,100,68,68.46,57,81,15.94,210,0,9.8,3.1,3.36,2.36,4.54,1.6,216,0,12,0,0.1,0,0,0.82,216,0,99,20,39.62,1,90,41.22,216
363,261.61,287.82,273.67,281.39,277.07,276.58,274.9,280.17,5.55,216,986,1036,1021,1019.29,1015,1026,10.16,216,28,100,69,68.98,56,81,16.61,215,0.51,12.3,3.6,4.26,2.64,5.6,2.3,216,0,3,0,0.16,0,0.3,0.42,216,0,92,73,49.93,1,90,38.86,216
364,261.07,287.36,272.76,278.71,276,275.35,273.29,278.23,5.53,216,996,1034,1019,1018.55,1015,1023,7.24,215,32,100,68,70.35,59,83,16.97,214,0.51,11.8,3.77,4.26,2.66,5.1,2.21,216,0,3,0,0.2,0,0,0.54,216,0,95,40,46.81,1,90,36.86,216
365,262.86,280.25,271.78,276.3,274.88,273.9,272.03,276.84,3.94,216,998,1035,1020,1017.63,1010,1024,9.5,215,32,100,80,75.21,61,87,16.06,207,0,11.8,2.67,3.47,2,4.6,2.22,216,0,0.9,0,0.12,0,0.3,0.23,216,0,100,65,47.85,1,90,39.41,216
366,261.69,281.08,271.18,275.98,273.68,273.42,270.03,278.28,5.07,216,982,1029,1019,1017.2,1014,1023,7.98,214,33,100,75,73.13,60,86,15.84,210,0.51,11.3,3.6,4.13,2.59,5.62,2.28,216,0,3,0,0.12,0,0,0.36,216,0,91,40,45.79,1,90,37.96,216
